NAME,MSINI,A,PER,ECC,OM,T0,K,MSTAR
KOI 1677.01,,0.269,52.06986,0,,,,
KOI 191.02,,0.034,2.4183985,0,,,,
KOI 1677.02,,0.08,8.5117,0,,,,
KOI 1681.01,,0.057,6.939228,0,,,,
KOI 1683.01,,0.085,9.11513,0,,,,
KOI 1684.01,,0.326,62.81557,0,,,,
KOI 1685.01,,0.354,70.4654,0,,,,
KOI 1686.01,,0.231,56.8672,0,,,,
KOI 1102.03,,0.14,18.99835,0,,,,
KOI 1102.04,,0.052,4.244363,0,,,,
KOI 1103.01,,0.408,90.1386,0,,,,
KOI 1106.01,,0.077,7.425992,0,,,,
KOI 1106.02,,0.128,15.98467,0,,,,
KOI 1108.01,,0.135,18.92532,0,,,,
KOI 1108.02,,0.025,1.475316,0,,,,
KOI 1109.01,,0.064,6.72108,0,,,,
KOI 1110.01,,0.083,8.73477,0,,,,
KOI 1300.01,,0.012,0.6313298,0,,,,
KOI 1301.01,,0.104,12.69906,0,,,,
KOI 1301.02,,0.214,37.51391,0,,,,
KOI 1302.01,,0.286,55.63765,0,,,,
KOI 1303.01,,0.2,34.29834,0,,,,
KOI 1304.01,,0.055,4.59731,0,,,,
KOI 1305.01,,0.036,2.633893,0,,,,
KOI 1305.02,,0.063,6.18677,0,,,,
KOI 1306.01,,0.029,1.8,0,,,,
KOI 1306.02,,0.045,3.46805,0,,,,
KOI 1306.03,,0.065,5.91,0,,,,
KOI 1306.04,,0.187,29.22,0,,,,
KOI 1307.01,,0.241,44.85199,0,,,,
KOI 1486.02,,0.191,30.18376,0,,,,
KOI 1488.01,,0.044,3.949633,0,,,,
KOI 1489.01,,0.115,16.00451,0,,,,
KOI 1491.01,,0.042,3.148679,0,,,,
KOI 1494.01,,0.073,8.1959,0,,,,
KOI 1495.01,,0.122,15.5949,0,,,,
KOI 174.01,,0.253,56.35387,0,,,,
KOI 1496.01,,0.218,36.12846,0,,,,
KOI 1498.01,,0.064,5.833734,0,,,,
KOI 1498.02,,0.036,2.421496,0,,,,
KOI 1715.01,,0.43,105.0129,0,,,,
KOI 1716.01,,0.05,4.880861,0,,,,
KOI 1717.01,,0.088,10.56156,0,,,,
KOI 1718.01,,0.332,67.667,0,,,,
KOI 1720.01,,0.286,59.6626,0,,,,
KOI 1721.01,,0.268,52.632,0,,,,
KOI 192.01,,0.095,10.2909988,0,,,,
KOI 1722.01,,0.118,14.87712,0,,,,
KOI 1723.01,,0.305,59.62217,0,,,,
KOI 1724.01,,0.135,17.42459,0,,,,
KOI 1725.01,,0.054,9.8847,0,,,,
KOI 1726.01,,0.217,44.96393,0,,,,
KOI 1727.01,,0.263,49.76999,0,,,,
KOI 1731.01,,0.034,2.594962,0,,,,
KOI 1732.01,,0.237,43.31688,0,,,,
KOI 1733.01,,0.134,19.18123,0,,,,
KOI 193.01,,0.225,37.590272,0,,,,
KOI 1736.01,,0.196,31.0031,0,,,,
KOI 1738.01,,0.047,4.167856,0,,,,
KOI 1739.01,,0.721,220.657,0,,,,
KOI 1112.01,,0.225,37.81062,0,,,,
KOI 1113.01,,0.179,25.93416,0,,,,
KOI 1113.02,,0.389,83.4421,0,,,,
KOI 1115.01,,0.105,12.99178,0,,,,
KOI 1116.01,,0.047,3.749103,0,,,,
KOI 1117.01,,0.107,11.08942,0,,,,
KOI 1118.01,,0.077,7.373009,0,,,,
KOI 1307.02,,0.142,20.34229,0,,,,
KOI 1308.01,,0.162,23.58461,0,,,,
KOI 1309.01,,0.102,10.117121,0,,,,
KOI 1310.01,,0.142,19.12962,0,,,,
KOI 1311.01,,0.388,83.57752,0,,,,
KOI 1312.01,,0.069,6.146918,0,,,,
KOI 1314.01,,0.09,8.57507,0,,,,
KOI 1315.01,,0.074,6.846337,0,,,,
KOI 1316.01,,0.082,7.64951,0,,,,
KOI 1316.02,,0.113,12.37679,0,,,,
KOI 1499.01,,0.107,14.163994,0,,,,
KOI 1499.02,,0.016,0.840649,0,,,,
KOI 1499.03,,0.062,6.20934,0,,,,
KOI 1501.01,,0.033,2.617056,0,,,,
KOI 1503.01,,0.537,150.2413,0,,,,
KOI 1505.01,,0.058,5.032589,0,,,,
KOI 1506.01,,0.23,40.42805,0,,,,
KOI 1507.01,,0.155,21.35913,0,,,,
KOI 1508.01,,0.154,22.04579,0,,,,
KOI 931.01,,0.048,3.8556024,0,,,,
KOI 127.01,,0.047,3.57878272,0,,,,
KOI 934.01,,0.064,5.826659,0,,,,
KOI 934.02,,0.106,12.41211,0,,,,
KOI 934.03,,0.139,18.74656,0,,,,
KOI 935.03,,0.411,87.6472,0,,,,
KOI 935.04,,0.094,9.61686,0,,,,
KOI 936.01,,0.07,9.467839,0,,,,
KOI 936.02,,0.015,0.8930477,0,,,,
KOI 937.01,,0.142,20.83495,0,,,,
KOI 1127.01,,0.06,5.326679,0,,,,
KOI 1127.02,,0.08,8.1281,0,,,,
KOI 1127.03,,0.04,2.83678,0,,,,
KOI 1128.01,,0.019,0.9748764,0,,,,
KOI 1129.01,,0.051,4.897134,0,,,,
KOI 1320.01,,0.09,10.506822,0,,,,
KOI 1323.01,,0.05,3.9901099,0,,,,
KOI 1325.01,,0.091,10.035355,0,,,,
KOI 1328.01,,0.359,80.96711,0,,,,
KOI 1329.01,,0.191,33.1994,0,,,,
KOI 1331.01,,0.064,6.800945,0,,,,
KOI 1332.01,,0.145,19.306,0,,,,
KOI 1332.02,,0.067,6.0974,0,,,,
KOI 1332.03,,0.296,56.634,0,,,,
KOI 1510.01,,0.016,0.83995,0,,,,
KOI 1511.01,,0.036,2.578878,0,,,,
KOI 176.01,,0.204,30.22935,0,,,,
KOI 1515.01,,0.025,1.937034,0,,,,
KOI 1515.02,,0.06,7.061193,0,,,,
KOI 1516.01,,0.154,20.55341,0,,,,
KOI 1517.01,,0.232,40.06841,0,,,,
KOI 1518.01,,0.177,27.50655,0,,,,
KOI 1519.01,,0.056,5.144392,0,,,,
KOI 1520.01,,0.128,18.45848,0,,,,
KOI 1521.01,,0.156,25.94199,0,,,,
KOI 177.01,,0.149,21.06046,0,,,,
KOI 938.01,,0.087,9.946049,0,,,,
KOI 938.02,,0.019,1.045632,0,,,,
KOI 938.03,,0.06,5.71442,0,,,,
KOI 939.01,,0.044,3.388008,0,,,,
KOI 939.02,,0.063,5.839061,0,,,,
KOI 939.03,,0.027,1.620436,0,,,,
KOI 939.04,,0.095,10.68176,0,,,,
KOI 940.01,,0.063,6.104862,0,,,,
KOI 941.01,,0.062,6.581501,0,,,,
KOI 941.02,,0.032,2.382666,0,,,,
KOI 941.03,,0.15,24.66454,0,,,,
KOI 942.01,,0.092,11.515093,0,,,,
KOI 943.01,,0.043,3.601449,0,,,,
KOI 1141.01,,0.052,5.728256,0,,,,
KOI 1142.01,,0.045,3.75577,0,,,,
KOI 148.03,,0.23,42.89592,0,,,,
KOI 1145.01,,0.195,30.58396,0,,,,
KOI 1146.01,,0.059,7.097028,0,,,,
KOI 1148.01,,0.105,11.47613,0,,,,
KOI 1148.02,,0.178,25.2629,0,,,,
KOI 1149.01,,0.069,7.1688,0,,,,
KOI 1150.01,,0.015,0.6773911,0,,,,
KOI 1151.01,,0.057,5.217811,0,,,,
KOI 159.01,,0.086,8.990916,0,,,,
KOI 1335.01,,0.524,127.8329,0,,,,
KOI 1336.03,,0.232,40.10101,0,,,,
KOI 1336.04,,0.054,4.458252,0,,,,
KOI 1337.01,,0.028,1.92282,0,,,,
KOI 1338.01,,0.042,3.22296,0,,,,
KOI 1338.02,,0.233,42.04,0,,,,
KOI 1338.03,,0.147,21.01,0,,,,
KOI 1339.01,,0.048,4.168078,0,,,,
KOI 159.02,,0.036,2.403654,0,,,,
KOI 1341.01,,0.055,4.514349,0,,,,
KOI 1522.01,,0.199,33.38541,0,,,,
KOI 1525.01,,0.084,7.714683,0,,,,
KOI 1526.01,,0.055,4.44446,0,,,,
KOI 1527.01,,0.628,192.6747,0,,,,
KOI 1528.01,,0.046,3.98955,0,,,,
KOI 1530.01,,0.112,12.98497,0,,,,
KOI 1531.01,,0.063,5.699215,0,,,,
KOI 1532.01,,0.143,18.1145,0,,,,
KOI 1533.01,,0.07,6.241515,0,,,,
KOI 945.01,,0.179,25.84723,0,,,,
KOI 945.02,,0.242,40.71652,0,,,,
KOI 947.01,,0.149,28.59878,0,,,,
KOI 948.01,,0.16,24.5871,0,,,,
KOI 949.01,,0.107,12.532507,0,,,,
KOI 951.01,,0.097,13.197244,0,,,,
KOI 951.02,,0.181,33.65304,0,,,,
KOI 1151.02,,0.072,7.411048,0,,,,
KOI 149.01,,0.12,14.557339,0,,,,
KOI 1159.01,,0.282,64.61635,0,,,,
KOI 1160.01,,0.104,13.21415,0,,,,
KOI 1161.01,,0.06,6.057428,0,,,,
KOI 150.01,,0.079,8.408916,0,,,,
KOI 1161.02,,0.089,10.93711,0,,,,
KOI 1161.03,,0.037,2.971365,0,,,,
KOI 1162.01,,0.588,158.6924,0,,,,
KOI 1342.02,,0.083,8.181943,0,,,,
KOI 1344.01,,0.054,4.487548,0,,,,
KOI 1347.01,,0.108,14.405855,0,,,,
KOI 1353.01,,0.518,125.86546,0,,,,
KOI 1353.02,,0.219,34.54363,0,,,,
KOI 1355.01,,0.269,51.92981,0,,,,
KOI 1356.01,,1.024,384.026,0,,,,
KOI 1357.01,,0.04,3.01435,0,,,,
KOI 1358.01,,0.056,5.644954,0,,,,
KOI 1534.01,,0.154,20.42226,0,,,,
KOI 1534.02,,0.08,7.63861,0,,,,
KOI 1535.01,,0.344,70.6985,0,,,,
KOI 1536.01,,0.049,3.744351,0,,,,
KOI 1537.01,,0.094,10.19144,0,,,,
KOI 179.01,,0.15,20.740555,0,,,,
KOI 953.01,,0.045,3.5840842,0,,,,
KOI 131.01,,0.06,5.0142325,0,,,,
KOI 954.01,,0.079,8.115313,0,,,,
KOI 954.02,,0.218,36.92564,0,,,,
KOI 955.01,,0.075,7.039078,0,,,,
KOI 956.01,,0.07,8.360847,0,,,,
KOI 1163.01,,0.039,2.936497,0,,,,
KOI 1163.02,,0.076,8.014957,0,,,,
KOI 1165.01,,0.071,7.053943,0,,,,
KOI 1165.02,,0.051,4.2928,0,,,,
KOI 1166.01,,0.077,7.67478,0,,,,
KOI 150.02,,0.18,28.57414,0,,,,
KOI 1168.01,,1.193,432.129,0,,,,
KOI 1169.01,,0.016,0.689204,0,,,,
KOI 1170.01,,0.073,7.343692,0,,,,
KOI 1174.01,,0.796,330,0,,,,
KOI 161.01,,0.039,3.1055091,0,,,,
KOI 1358.02,,0.075,8.74306,0,,,,
KOI 1358.03,,0.042,3.648459,0,,,,
KOI 1358.04,,0.031,2.34587,0,,,,
KOI 1359.01,,0.222,37.10064,0,,,,
KOI 1359.02,,0.443,104.8198,0,,,,
KOI 1360.01,,0.201,36.77,0,,,,
KOI 1360.02,,0.108,14.59,0,,,,
KOI 1360.03,,0.015,0.76402,0,,,,
KOI 1361.01,,0.249,59.87769,0,,,,
KOI 1362.01,,0.143,20.51321,0,,,,
KOI 162.01,,0.112,14.006406,0,,,,
KOI 1363.01,,0.046,3.546534,0,,,,
KOI 1363.02,,0.063,5.70078,0,,,,
KOI 1364.01,,0.14,20.83428,0,,,,
KOI 1364.02,,0.068,7.055652,0,,,,
KOI 1546.01,,0.018,0.9175471,0,,,,
KOI 1547.01,,0.196,30.693946,0,,,,
KOI 1549.01,,0.18,29.481015,0,,,,
KOI 179.02,,1.369,572.3979,0,,,,
KOI 1552.01,,0.335,77.63367,0,,,,
KOI 1553.01,,0.282,52.75886,0,,,,
KOI 1557.01,,0.038,3.2957058,0,,,,
KOI 1557.02,,0.078,9.653484,0,,,,
KOI 1557.03,,0.053,5.315965,0,,,,
KOI 180.01,,0.091,10.045607,0,,,,
KOI 1557.04,,0.023,1.499142,0,,,,
KOI 969.01,,0.133,17.5120092,0,,,,
KOI 972.01,,0.139,13.118908,0,,,,
KOI 972.02,,0.098,7.82257,0,,,,
KOI 974.01,,0.309,53.50607,0,,,,
KOI 976.01,,0.337,52.56909,0,,,,
KOI 977.01,,0.024,1.3537763,0,,,,
KOI 981.01,,0.055,3.9978,0,,,,
KOI 1175.01,,0.199,31.593,0,,,,
KOI 1175.02,,0.133,17,0,,,,
KOI 1176.01,,0.027,1.97376051,0,,,,
KOI 151.01,,0.115,13.447247,0,,,,
KOI 152.01,,0.288,52.09043,0,,,,
KOI 1187.01,,0.01,0.3705294,0,,,,
KOI 1364.03,,0.096,11.97865,0,,,,
KOI 1364.04,,0.044,3.715345,0,,,,
KOI 1364.05,,0.035,2.580788,0,,,,
KOI 1366.01,,0.138,19.25416,0,,,,
KOI 1366.02,,0.276,54.15784,0,,,,
KOI 1367.01,,0.012,0.5678562,0,,,,
KOI 1369.01,,0.041,3.016148,0,,,,
KOI 1370.01,,0.07,6.883593,0,,,,
KOI 1372.01,,0.335,69.6275,0,,,,
KOI 1375.01,,0.958,321.2139,0,,,,
KOI 1558.01,,0.204,32.504651,0,,,,
KOI 1561.01,,0.086,9.085941,0,,,,
KOI 1563.01,,0.059,5.487006,0,,,,
KOI 1563.02,,0.077,8.29113,0,,,,
KOI 1563.03,,0.041,3.205322,0,,,,
KOI 1563.04,,0.124,16.73826,0,,,,
KOI 1564.01,,0.276,53.44965,0,,,,
KOI 1567.01,,0.072,7.240136,0,,,,
KOI 1567.02,,0.053,4.646195,0,,,,
KOI 1567.03,,0.128,17.32639,0,,,,
KOI 1567.04,,0.242,44.8418,0,,,,
KOI 1569.01,,0.099,13.7521,0,,,,
KOI 984.01,,0.052,4.2873775,0,,,,
KOI 986.01,,0.077,8.18746,0,,,,
KOI 986.02,,0.34,76.0503,0,,,,
KOI 987.01,,0.042,3.179262,0,,,,
KOI 988.01,,0.089,10.381209,0,,,,
KOI 988.02,,0.158,24.57078,0,,,,
KOI 989.03,,0.121,16.16099,0,,,,
KOI 991.01,,0.105,12.062148,0,,,,
KOI 992.01,,0.09,9.93161,0,,,,
KOI 993.01,,0.152,21.85347,0,,,,
KOI 993.02,,0.108,13.06062,0,,,,
KOI 1191.01,,0.08,8.17248,0,,,,
KOI 1192.01,,63.897,201292,0,,,,
KOI 1193.01,,0.46,119.06285,0,,,,
KOI 1194.01,,0.072,8.70778,0,,,,
KOI 1194.02,,0.102,14.86297,0,,,,
KOI 1194.03,,0.044,4.176366,0,,,,
KOI 152.02,,0.188,27.40177,0,,,,
KOI 1198.01,,0.133,16.08821,0,,,,
KOI 1198.02,,0.098,10.30109,0,,,,
KOI 1198.03,,0.225,35.6756,0,,,,
KOI 1198.04,,0.021,1.008617,0,,,,
KOI 1199.01,,0.254,53.52939,0,,,,
KOI 1201.01,,0.031,2.757567,0,,,,
KOI 1377.01,,0.102,11.29714,0,,,,
KOI 1378.01,,0.13,19.30125,0,,,,
KOI 1379.01,,0.062,5.621546,0,,,,
KOI 1385.01,,0.141,18.6100931,0,,,,
KOI 165.01,,0.102,13.22178,0,,,,
KOI 1387.01,,0.161,23.799932,0,,,,
KOI 1570.01,,0.069,6.338518,0,,,,
KOI 1572.01,,0.092,9.80314,0,,,,
KOI 1573.01,,0.17,24.811944,0,,,,
KOI 1573.02,,0.074,7.136813,0,,,,
KOI 1574.01,,0.455,114.73653,0,,,,
KOI 1574.02,,1.332,573.96,0,,,,
KOI 1574.03,,0.062,5.83343,0,,,,
KOI 1576.01,,0.089,10.415808,0,,,,
KOI 1576.02,,0.103,13.084143,0,,,,
KOI 183.01,,0.038,2.68432897,0,,,,
KOI 1576.03,,0.152,23.34032,0,,,,
KOI 1577.01,,0.033,2.806242,0,,,,
KOI 994.01,,0.049,4.298863,0,,,,
KOI 998.01,,0.592,161.78811,0,,,,
KOI 999.01,,0.118,16.56806,0,,,,
KOI 999.02,,0.238,47.33465,0,,,,
KOI 1001.01,,0.258,40.80686,0,,,,
KOI 1001.02,,0.586,140.0914,0,,,,
KOI 1002.01,,0.045,3.481538,0,,,,
KOI 1005.01,,0.193,35.61758,0,,,,
KOI 1202.01,,0.016,0.9282974,0,,,,
KOI 152.03,,0.117,13.484697,0,,,,
KOI 1203.01,,0.2,31.88293,0,,,,
KOI 1203.02,,0.116,14.12843,0,,,,
KOI 1203.03,,0.265,48.6541,0,,,,
KOI 1204.01,,0.084,8.39811,0,,,,
KOI 1205.01,,0.085,8.63845,0,,,,
KOI 1206.01,,2.592,1548,0,,,,
KOI 1207.01,,0.103,13.73468,0,,,,
KOI 1208.01,,0.909,288.8824,0,,,,
KOI 1209.01,,0.8,272.07,0,,,,
KOI 1210.01,,0.122,14.55426,0,,,,
KOI 152.04,,0.387,81.0669,0,,,,
KOI 1391.01,,0.081,7.9811836,0,,,,
KOI 1393.01,,0.022,1.6947354,0,,,,
KOI 1395.01,,0.063,6.230227,0,,,,
KOI 166.01,,0.098,12.493311,0,,,,
KOI 1396.01,,0.069,6.626389,0,,,,
KOI 1396.02,,0.047,3.701311,0,,,,
KOI 1397.01,,0.059,6.247069,0,,,,
KOI 1398.01,,0.064,5.823445,0,,,,
KOI 1399.01,,0.077,8.75061,0,,,,
KOI 1402.01,,0.073,7.13968,0,,,,
KOI 1403.01,,0.117,18.75444,0,,,,
KOI 1404.01,,0.096,13.32411,0,,,,
KOI 1581.01,,0.18,29.53941,0,,,,
KOI 1581.02,,0.519,144.5431,0,,,,
KOI 1582.01,,0.622,186.3986,0,,,,
KOI 1583.01,,0.078,8.04732,0,,,,
KOI 1584.01,,0.053,5.870719,0,,,,
KOI 1585.01,,0.139,19.17903,0,,,,
KOI 1586.01,,0.064,6.991307,0,,,,
KOI 1587.01,,0.254,52.97116,0,,,,
KOI 1588.01,,0.038,3.517482,0,,,,
KOI 1589.01,,0.083,8.725854,0,,,,
KOI 1589.02,,0.108,12.882525,0,,,,
KOI 1007.01,,0.076,7.40758,0,,,,
KOI 1010.01,,0.489,110.62417,0,,,,
KOI 1013.01,,0.012,0.5187486,0,,,,
KOI 1014.01,,0.117,17.31729,0,,,,
KOI 1015.01,,0.091,9.4288,0,,,,
KOI 1015.02,,0.052,4.08902,0,,,,
KOI 1017.01,,0.125,17.44487,0,,,,
KOI 1019.01,,0.039,2.497052,0,,,,
KOI 1020.01,,0.288,54.356319,0,,,,
KOI 2209.01,,0.134,18.30216,0,,,,
KOI 2210.01,,0.036,2.88887,0,,,,
KOI 2212.01,,0.132,17.14624,0,,,,
KOI 2213.01,,0.045,3.970805,0,,,,
KOI 2214.01,,0.03,2.352237,0,,,,
KOI 2215.01,,0.148,22.0406,0,,,,
KOI 2216.01,,0.152,23.34034,0,,,,
KOI 2217.01,,0.208,37.80223,0,,,,
KOI 2218.01,,0.061,5.535301,0,,,,
KOI 2218.02,,0.127,16.72617,0,,,,
KOI 232.03,,0.155,21.58738,0,,,,
KOI 2219.01,,0.043,3.757307,0,,,,
KOI 2220.01,,0.044,3.282818,0,,,,
KOI 2220.02,,0.058,5.02833,0,,,,
KOI 2220.03,,0.03,1.897809,0,,,,
KOI 2221.01,,0.096,10.62879,0,,,,
KOI 2222.01,,0.249,34.1323,0,,,,
KOI 2223.01,,0.019,1.1044547,0,,,,
KOI 2224.01,,0.047,3.730927,0,,,,
KOI 2224.02,,0.379,86.1241,0,,,,
KOI 2225.01,,0.034,2.787876,0,,,,
KOI 232.04,,0.226,37.99441,0,,,,
KOI 2522.01,,0.055,5.604018,0,,,,
KOI 2523.01,,0.108,13.03106,0,,,,
KOI 2524.01,,0.244,40.989,0,,,,
KOI 2525.01,,0.257,57.2937,0,,,,
KOI 2527.01,,0.021,1.3858,0,,,,
KOI 2528.01,,0.104,12.02298,0,,,,
KOI 2529.01,,0.111,16.79702,0,,,,
KOI 248.04,,0.113,18.59622,0,,,,
KOI 2530.01,,0.222,37.3308,0,,,,
KOI 2531.01,,0.122,17.69931,0,,,,
KOI 2532.01,,0.072,7.971054,0,,,,
KOI 2533.01,,0.072,6.0331,0,,,,
KOI 2534.01,,0.042,3.025534,0,,,,
KOI 2534.02,,0.062,5.42213,0,,,,
KOI 2535.01,,0.234,48.89276,0,,,,
KOI 2536.01,,0.272,51.1295,0,,,,
KOI 2538.01,,0.213,39.83101,0,,,,
KOI 249.01,,0.07,9.549273,0,,,,
KOI 2744.01,,0.44,109.6469,0,,,,
KOI 2745.01,,0.122,15.64592,0,,,,
KOI 2747.01,,0.06,6.264,0,,,,
KOI 2748.01,,0.156,23.19822,0,,,,
KOI 2748.02,,0.062,5.777138,0,,,,
KOI 2750.01,,0.623,174.6336,0,,,,
KOI 2751.01,,0.142,24.40012,0,,,,
KOI 2753.01,,0.019,0.93512,0,,,,
KOI 2754.01,,0.023,1.34156,0,,,,
KOI 209.02,,0.146,18.795909,0,,,,
KOI 1928.01,,0.313,63.03814,0,,,,
KOI 1929.01,,0.09,9.69303,0,,,,
KOI 1929.02,,0.044,3.292743,0,,,,
KOI 1930.01,,0.116,13.72686,0,,,,
KOI 1930.02,,0.17,24.31058,0,,,,
KOI 1930.03,,0.254,44.4315,0,,,,
KOI 1930.04,,0.09,9.34131,0,,,,
KOI 1931.01,,0.056,4.977671,0,,,,
KOI 1931.02,,0.092,10.55803,0,,,,
KOI 1931.03,,0.07,6.98825,0,,,,
KOI 1932.01,,0.201,22.82485,0,,,,
KOI 1933.01,,0.259,49.10146,0,,,,
KOI 1934.01,,0.161,28.78281,0,,,,
KOI 1935.01,,0.122,15.44427,0,,,,
KOI 1937.01,,0.021,1.4112265,0,,,,
KOI 1938.01,,0.389,96.91492,0,,,,
KOI 1939.01,,0.106,13.474881,0,,,,
KOI 1940.01,,0.082,10.994615,0,,,,
KOI 2226.01,,0.081,8.46354,0,,,,
KOI 2227.01,,0.312,65.6462,0,,,,
KOI 2228.01,,0.477,102.6565,0,,,,
KOI 2229.01,,0.116,14.8322,0,,,,
KOI 2232.01,,0.415,101.1337,0,,,,
KOI 2233.01,,0.028,1.811434,0,,,,
KOI 2236.01,,0.143,19.98795,0,,,,
KOI 2236.02,,0.103,12.12665,0,,,,
KOI 2237.01,,0.36,76.4241,0,,,,
KOI 232.05,,0.294,56.25696,0,,,,
KOI 2238.01,,0.022,1.646819,0,,,,
KOI 2241.01,,0.074,7.165187,0,,,,
KOI 2242.01,,0.028,1.755846,0,,,,
KOI 2243.01,,0.06,5.185458,0,,,,
KOI 2245.01,,0.201,33.47025,0,,,,
KOI 2246.01,,0.104,11.89534,0,,,,
KOI 2247.01,,0.046,4.457356,0,,,,
KOI 2248.01,,0.037,2.818125,0,,,,
KOI 2248.02,,0.083,9.49096,0,,,,
KOI 2248.03,,0.015,0.761948,0,,,,
KOI 2541.01,,0.078,7.41682,0,,,,
KOI 2542.01,,0.013,0.727315,0,,,,
KOI 2543.01,,0.021,1.301993,0,,,,
KOI 2544.01,,0.18,28.62525,0,,,,
KOI 2545.01,,0.075,6.98158,0,,,,
KOI 2547.01,,0.086,8.94326,0,,,,
KOI 2548.01,,0.016,0.827166,0,,,,
KOI 2550.01,,0.136,18.02447,0,,,,
KOI 2551.01,,0.113,16.48002,0,,,,
KOI 2552.01,,0.048,3.656953,0,,,,
KOI 2553.01,,0.358,88.0708,0,,,,
KOI 2554.01,,0.198,39.75719,0,,,,
KOI 2554.02,,0.08,10.27152,0,,,,
KOI 2555.01,,0.112,12.57144,0,,,,
KOI 2556.01,,0.229,40.8364,0,,,,
KOI 2755.01,,0.082,8.482865,0,,,,
KOI 2756.01,,0.015,0.66502,0,,,,
KOI 2757.01,,0.721,234.6327,0,,,,
KOI 2759.01,,0.018,1.0780909,0,,,,
KOI 2760.01,,0.249,56.57372,0,,,,
KOI 265.01,,0.048,3.568065,0,,,,
KOI 2762.01,,0.445,132.9955,0,,,,
KOI 2763.01,,0.011,0.49843,0,,,,
KOI 2764.01,,0.028,2.25301,0,,,,
KOI 1940.02,,0.059,6.7368,0,,,,
KOI 211.01,,0.506,124,0,,,,
KOI 1942.01,,0.09,10.849813,0,,,,
KOI 1944.01,,0.115,12.184118,0,,,,
KOI 1945.01,,0.292,62.1402,0,,,,
KOI 1945.02,,0.123,17.11855,0,,,,
KOI 1946.01,,0.081,8.294769,0,,,,
KOI 1950.01,,0.313,66.4159,0,,,,
KOI 1952.01,,0.079,8.01035,0,,,,
KOI 212.01,,0.064,5.6959013,0,,,,
KOI 1952.02,,0.18,27.66496,0,,,,
KOI 1952.03,,0.059,5.1955,0,,,,
KOI 1952.04,,0.239,42.4699,0,,,,
KOI 1955.01,,0.127,15.170189,0,,,,
KOI 1955.02,,0.241,39.45988,0,,,,
KOI 1958.01,,0.135,17.81563,0,,,,
KOI 1959.01,,0.192,36.51567,0,,,,
KOI 2248.04,,0.035,2.646235,0,,,,
KOI 2250.01,,0.038,2.935362,0,,,,
KOI 2252.01,,0.117,13.53996,0,,,,
KOI 2253.01,,0.161,22.70801,0,,,,
KOI 2255.01,,0.077,7.97083,0,,,,
KOI 2256.01,,0.083,10.71243,0,,,,
KOI 2257.01,,0.193,32.56281,0,,,,
KOI 2259.01,,0.098,12.191557,0,,,,
KOI 2260.01,,0.069,6.117982,0,,,,
KOI 2261.01,,0.045,3.976032,0,,,,
KOI 234.01,,0.088,9.613716,0,,,,
KOI 2261.02,,0.063,6.62558,0,,,,
KOI 2263.01,,0.196,29.96828,0,,,,
KOI 2264.01,,0.192,33.24201,0,,,,
KOI 2266.01,,0.019,1.003965,0,,,,
KOI 2269.01,,0.015,0.6140747,0,,,,
KOI 2271.01,,0.267,55.8228,0,,,,
KOI 2272.01,,0.029,1.341364,0,,,,
KOI 2273.01,,0.067,6.110122,0,,,,
KOI 2274.01,,0.088,9.98965,0,,,,
KOI 2559.01,,0.089,9.30955,0,,,,
KOI 2560.01,,0.128,18.12074,0,,,,
KOI 2561.01,,0.044,3.239425,0,,,,
KOI 2563.01,,0.168,23.47771,0,,,,
KOI 2564.01,,0.334,66.5598,0,,,,
KOI 250.03,,0.039,3.543867,0,,,,
KOI 2569.01,,0.077,8.28131,0,,,,
KOI 2571.01,,0.016,0.8262695,0,,,,
KOI 2572.01,,0.066,6.3772,0,,,,
KOI 2573.01,,0.023,1.3475056,0,,,,
KOI 2577.01,,0.15,18.55616,0,,,,
KOI 2578.01,,0.11,13.33097,0,,,,
KOI 2579.01,,0.039,2.729651,0,,,,
KOI 2580.01,,0.04,3.116082,0,,,,
KOI 250.04,,0.218,46.82787,0,,,,
KOI 2768.01,,0.099,11.8295,0,,,,
KOI 2768.02,,0.115,14.75123,0,,,,
KOI 2770.01,,0.583,205.3831,0,,,,
KOI 41.02,,0.073,6.887099,0,,,,
KOI 2771.01,,0.018,0.8142836,0,,,,
KOI 2775.01,,0.128,17.576681,0,,,,
KOI 1960.01,,0.086,8.96857,0,,,,
KOI 1961.01,,0.03,1.9078086,0,,,,
KOI 1962.01,,0.206,32.85833,0,,,,
KOI 1964.01,,0.033,2.229323,0,,,,
KOI 1965.01,,0.035,2.514615,0,,,,
KOI 1967.01,,0.047,4.417749,0,,,,
KOI 1968.01,,0.095,10.087508,0,,,,
KOI 1969.01,,0.123,16.34357,0,,,,
KOI 1970.01,,0.15,21.96394,0,,,,
KOI 1970.02,,0.479,125.5963,0,,,,
KOI 1971.01,,0.128,19.3296,0,,,,
KOI 1972.01,,0.136,17.79099,0,,,,
KOI 1973.01,,0.037,3.290169,0,,,,
KOI 214.01,,0.041,3.3118628,0,,,,
KOI 1974.01,,0.433,109.444,0,,,,
KOI 1975.01,,0.075,7.560344,0,,,,
KOI 1976.01,,0.096,12.124,0,,,,
KOI 1977.01,,0.074,9.387512,0,,,,
KOI 1977.02,,0.063,7.41538,0,,,,
KOI 235.01,,0.058,5.632566,0,,,,
KOI 2276.01,,0.03,1.4425953,0,,,,
KOI 2278.01,,0.12,14.17258,0,,,,
KOI 2278.02,,0.059,4.92044,0,,,,
