NAME,A,ECC,PER,MSINI,MASS,FE,MSTAR,DATE,R,GRAVITY,DENSITY,DIST,DEC
KOI 611.01,0.045,0,3.251658,,605.988772524798,,,,1.0884129692870324,,,,
KOI 94.04,0.051,0,3.743245,,3.0929647642111058,,,,0.1543405276120136,,,,
KOI 612.01,0.136,0,20.7401,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 612.02,0.236,0,47.42624,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2967.01,0.219,0,37.30322,,4.979897189827529,,,,0.19448690762669923,,,,
KOI 2968.01,0.098,0,10.16451,,0.5656485608069244,,,,0.07493990936074649,,,,
KOI 279.02,0.128,0,15.412992,,5.169959338117902,,,,0.19805547473911575,,,,
KOI 2970.01,0.059,0,4.82049,,1.0207092017853503,,,,0.09010631958851661,,,,
KOI 2971.01,0.068,0,6.095783,,1.3576363510496636,,,,0.10348844626007848,,,,
KOI 2972.01,0.112,0,13.25089,,3.5511887852878017,,,,0.16504622894926313,,,,
KOI 2975.01,0.621,0,175.3301,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2976.01,0.145,0,21.6131,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 298.01,0.136,0,19.96,,1.5835603779652005,,,,0.11151772226301562,,,,
KOI 298.02,0.275,0,57.38425,,1.557573936796813,,,,0.11062558048491149,,,,
KOI 299.01,0.026,0,1.5416829,,4.084419039052181,,,,0.17664407206461674,,,,
KOI 301.01,0.068,0,6.002551,,3.0929647642111058,,,,0.1543405276120136,,,,
KOI 301.02,0.104,0,11.44883,,1.3576363510496636,,,,0.10348844626007848,,,,
KOI 302.01,0.187,0,24.8548,,27.5345643143956,,,,0.4460708890520625,,,,
KOI 303.01,0.294,0,60.9292,,10.422177459671861,,,,0.27834823476848697,,,,
KOI 304.01,0.086,0,8.51205,,28.681018046600972,,,,0.45499230683310365,,,,
KOI 304.02,0.065,0,5.51835,,1.3576363510496636,,,,0.10348844626007848,,,,
KOI 305.01,0.05,0,4.6035613,,2.5325223335620914,,,,0.1400662591623476,,,,
KOI 306.01,0.161,0,24.307983,,5.511389361966987,,,,0.2043004671858446,,,,
KOI 307.01,0.149,0,19.67423,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 46.01,0.047,0,3.4876878,,20.4722259648906,,,,0.3862973899190861,,,,
KOI 471.01,0.149,0,21.34735,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 471.02,0.076,0,7.81101,,1.0841482645679292,,,,0.092782744922829,,,,
KOI 473.01,0.103,0,12.706784,,10.980167249937935,,,,0.28548536899332,,,,
KOI 474.01,0.101,0,10.945729,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 474.02,0.194,0,28.98687,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 474.03,0.427,0,94.878,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 474.04,0.06,0,5.035023,,2.2425345030749844,,,,0.13203698315941048,,,,
KOI 475.01,0.073,0,8.180896,,5.314910887395804,,,,0.20073190007342812,,,,
KOI 475.02,0.112,0,15.31307,,6.5489346239276935,,,,0.22214330274792712,,,,
KOI 476.01,0.125,0,18.42787,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 477.01,0.115,0,16.54301,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 478.01,0.078,0,11.023423,,7.38761219196419,,,,0.23552542941948898,,,,
KOI 614.01,0.108,0,12.874686,,104.73633970321636,,,,0.7047920047022588,,,,
KOI 617.01,0.218,0,37.865195,,,,,,3.479352934606087,,,,
KOI 618.01,0.082,0,9.070808,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 620.02,0.51,0,130.1831,,275.46246756362945,,,,0.892141778104125,,,,
KOI 622.01,0.524,0,155.0429,,57.88165220328285,,,,0.5888135735487224,,,,
KOI 623.01,0.089,0,10.349678,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 623.02,0.117,0,15.67757,,1.8840401396638213,,,,0.121331281822161,,,,
KOI 623.03,0.059,0,5.59935,,1.4062966268109485,,,,0.10527272981628674,,,,
KOI 623.04,0.16,0,25.20971,,1.2629586353617848,,,,0.099919879147662,,,,
KOI 2977.01,0.04,0,2.7881,,0.9361103451478243,,,,0.08742989425420424,,,,
KOI 2977.02,0.052,0,4.138282,,0.46285825185495755,,,,0.07047920047022588,,,,
KOI 280.01,0.101,0,11.872914,,6.767500143047095,,,,0.22571186986034358,,,,
KOI 2980.01,0.028,0,1.63858,,4.520749781949551,,,,0.185565489845658,,,,
KOI 2981.01,0.083,0,9.06676,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 2982.01,0.047,0,4.0223077,,3.874788985660138,,,,0.1721833631740961,,,,
KOI 2984.01,0.101,0,11.45547,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 307.02,0.061,0,5.211058,,1.3336367396375375,,,,0.10259630448197436,,,,
KOI 308.01,0.227,0,35.59743,,10.629668992183023,,,,0.28102466010279936,,,,
KOI 312.01,0.107,0,11.57894,,3.792527482073455,,,,0.17039907961788786,,,,
KOI 312.02,0.134,0,16.39922,,3.5117590912674532,,,,0.16415408717115898,,,,
KOI 313.01,0.134,0,18.735721,,5.122100362548526,,,,0.1971633329610116,,,,
KOI 313.02,0.079,0,8.436404,,2.667235142508138,,,,0.14363482627476412,,,,
KOI 314.01,0.091,0,13.781052,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 314.02,0.128,0,23.089447,,4.4316604115714675,,,,0.18378120628944974,,,,
KOI 46.02,0.067,0,6.02908,,0.8751104160187617,,,,0.08564561069799599,,,,
KOI 314.03,0.075,0,10.31202,,0.46285825185495755,,,,0.07047920047022588,,,,
KOI 315.01,0.188,0,35.58944,,4.793496041889274,,,,0.19091834051428275,,,,
KOI 316.01,0.126,0,16,,7.3300821496220685,,,,0.23463328764138486,,,,
KOI 316.02,0.586,0,157.0702,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 316.03,0.076,0,7.305685,,4.839753331230365,,,,0.19181048229238684,,,,
KOI 479.01,0.204,0,34.18896,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 480.01,0.049,0,4.301671,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 481.01,0.073,0,7.650262,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 481.02,0.025,0,1.554001,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 481.03,0.198,0,34.26062,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 483.01,0.054,0,4.798625,,6.387432454817522,,,,0.21946687741361473,,,,
KOI 484.01,0.123,0,17.205222,,6.387432454817522,,,,0.21946687741361473,,,,
KOI 486.01,0.155,0,22.18339,,6.280916824387759,,,,0.2176825938574065,,,,
KOI 487.01,0.074,0,7.658774,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 488.01,0.085,0,9.379012,,5.611005295501855,,,,0.20608475074205287,,,,
KOI 624.01,0.131,0,17.78974,,5.915365618472704,,,,0.2114376014106776,,,,
KOI 635.01,0.135,0,16.71979,,7.9158043759374355,,,,0.2435547054224261,,,,
KOI 638.01,0.161,0,23.636883,,15.644230603267582,,,,0.3390138756795675,,,,
KOI 638.02,0.324,0,67.0935,,16.504147277250823,,,,0.3479352934606087,,,,
KOI 639.01,0.142,0,17.97988,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 640.01,0.185,0,30.99644,,6.280916824387759,,,,0.2176825938574065,,,,
KOI 100.01,0.11,0,9.966442,,,,,,1.6950693783978374,,,,
KOI 641.01,0.098,0,14.85176,,3.4725558940596986,,,,0.16326194539305486,,,,
KOI 645.01,0.088,0,8.503406,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 645.02,0.175,0,23.78362,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2989.01,0.064,0,6.3313,,2.5325223335620914,,,,0.1400662591623476,,,,
KOI 2990.01,0.1,0,11.2006,,2.1498991332065183,,,,0.12936055782509812,,,,
KOI 2991.01,0.023,0,1.501691,,0.7087053595781141,,,,0.08029276002937125,,,,
KOI 42.01,0.141,0,17.834381,,7.796806196665729,,,,0.24177042186621786,,,,
KOI 281.01,0.153,0,19.55663,,16.504147277250823,,,,0.3479352934606087,,,,
KOI 2992.01,0.306,0,82.6599,,,,,,1.6593837072736726,,,,
KOI 2994.01,0.03,0,2.033904,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 2995.01,0.061,0,5.194752,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 2996.01,0.119,0,15.93134,,,,,,2.1411402674498996,,,,
KOI 2998.01,0.181,0,28.22348,,11.698729954961784,,,,0.2944067867743612,,,,
KOI 317.01,0.173,0,22.20792,,20.18110855489766,,,,0.3836209645847737,,,,
KOI 318.01,0.247,0,38.58336,,29.733412580766554,,,,0.4630215828360409,,,,
KOI 319.01,0.269,0,46.15159,,87.64936311474173,,,,0.6691063335780937,,,,
KOI 321.01,0.035,0,2.4263077,,2.3054090499081146,,,,0.13382126671561873,,,,
KOI 5.01,0.058,0,4.7803287,,35.54690947828751,,,,0.5049522464069347,,,,
KOI 321.02,0.054,0,4.62339,,0.5656485608069244,,,,0.07493990936074649,,,,
KOI 323.01,0.063,0,5.835973,,4.932953841674875,,,,0.1935947658485951,,,,
KOI 326.01,0.105,0,8.973505,,,,,,3.2295532367369324,,,,
KOI 326.02,0.555,0,108.5277,,,,,,2.6764253343123747,,,,
KOI 327.01,0.046,0,3.254282,,2.4013991218536286,,,,0.13649769204993112,,,,
KOI 490.01,0.047,0,4.393147,,2.701474857639347,,,,0.14452696805286824,,,,
KOI 82.01,0.116,0,16.145685,,6.822718550845363,,,,0.22660401163844773,,,,
KOI 490.02,0.854,0,341,,205.28859824143214,,,,0.8386132714178774,,,,
KOI 490.03,0.066,0,7.406105,,2.433843701501933,,,,0.13738983382803524,,,,
KOI 490.04,0.137,0,21.80428,,1.7716678258102785,,,,0.11776271470974449,,,,
KOI 492.01,0.177,0,29.9115,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 494.01,0.157,0,25.69597,,5.915365618472704,,,,0.2114376014106776,,,,
KOI 496.01,0.025,0,1.6168863,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 497.01,0.113,0,13.19326,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 82.02,0.086,0,10.311732,,1.8274095265926746,,,,0.11954699826595275,,,,
KOI 497.02,0.055,0,4.425412,,2.499405220575938,,,,0.13917411738424348,,,,
KOI 499.01,0.082,0,9.668464,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 102.02,0.052,0,4.068533,,1.430957517246324,,,,0.10616487159439086,,,,
KOI 657.02,0.111,0,16.28247,,4.38745781482083,,,,0.1828890645113456,,,,
KOI 658.01,0.042,0,3.1626947,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 658.02,0.06,0,5.370639,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 658.03,0.099,0,11.32984,,1.4062966268109485,,,,0.10527272981628674,,,,
KOI 659.01,0.174,0,23.20581,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 660.01,0.063,0,6.079629,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 661.01,0.118,0,14.401041,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 661.02,0.173,0,25.6595,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 662.01,0.094,0,10.214019,,4.61075182844951,,,,0.18734977340186623,,,,
KOI 663.01,0.032,0,2.7556281,,2.273859952710153,,,,0.1329291249375146,,,,
KOI 103.01,0.115,0,14.910755,,9.286099930222889,,,,0.26318182454071687,,,,
KOI 663.02,0.122,0,20.306591,,3.5511887852878017,,,,0.16504622894926313,,,,
KOI 664.01,0.11,0,13.13742,,4.084419039052181,,,,0.17664407206461674,,,,
KOI 282.01,0.176,0,27.508682,,8.401078039854058,,,,0.2506918396472591,,,,
KOI 3004.01,0.149,0,20.06979,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 3007.01,0.098,0,11.1918,,2.6332201167639564,,,,0.14274268449666,,,,
KOI 3008.01,0.042,0,2.9977,,0.7087053595781141,,,,0.08029276002937125,,,,
KOI 3010.01,0.25,0,60.8713,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 3013.01,0.047,0,3.7655685,,3.6708375830613647,,,,0.16772265428357547,,,,
KOI 327.02,0.423,0,91.3525,,2.9116362676213283,,,,0.14987981872149297,,,,
KOI 49.01,0.083,0,8.313759,,11.264780171448647,,,,0.2890539361057365,,,,
KOI 330.01,0.079,0,7.974157,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 330.02,0.03,0,1.888971,,0.9676892801500545,,,,0.08832203603230837,,,,
KOI 331.01,0.139,0,18.68421,,13.519066980569157,,,,0.31581818944886025,,,,
KOI 332.01,0.063,0,5.458514,,3.8335446959011565,,,,0.17129122139599198,,,,
KOI 333.01,0.117,0,13.285388,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 337.01,0.145,0,19.78302,,3.9998850166925326,,,,0.17485978850840847,,,,
KOI 51.01,0.056,0,10.4311627,,605.988772524798,,,,1.1151772226301562,,,,
KOI 338.01,0.072,0,7.010617,,,,,,3.3366102501094272,,,,
KOI 338.02,0.042,0,3.107528,,,,,,1.5612481116822186,,,,
KOI 500.01,0.065,0,7.053439,,7.272783511034439,,,,0.23374114586328074,,,,
KOI 500.02,0.079,0,9.521783,,8.46278218472863,,,,0.2515839814253632,,,,
KOI 500.03,0.037,0,3.072169,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 500.04,0.049,0,4.645366,,2.770628689548617,,,,0.1463112516090765,,,,
KOI 500.05,0.017,0,0.9867679,,1.3818562756083907,,,,0.1043805880381826,,,,
KOI 501.01,0.163,0,24.79513,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 82.03,0.165,0,27.45362,,1.171798496127294,,,,0.0963513120352455,,,,
KOI 503.01,0.067,0,8.22248,,4.747467311306212,,,,0.1900261987361786,,,,
KOI 504.01,0.225,0,40.60709,,5.122100362548526,,,,0.1971633329610116,,,,
KOI 505.01,0.109,0,13.7672,,47.63014219094093,,,,0.5531279024245574,,,,
KOI 505.02,0.064,0,6.196,,11.992720760006767,,,,0.2979753538867777,,,,
KOI 505.03,0.042,0,3.251,,12.591972845871211,,,,0.30511248811161074,,,,
KOI 505.04,0.078,0,8.348,,15.899719929546528,,,,0.34169030101387987,,,,
KOI 624.02,0.26,0,49.5668,,7.3300821496220685,,,,0.23463328764138486,,,,
KOI 624.03,0.023,0,1.312,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 625.01,0.255,0,38.13819,,,,,,4.193066357089387,,,,
KOI 626.01,0.121,0,14.586675,,4.656095269237,,,,0.18824191517997035,,,,
KOI 626.02,0.081,0,8.02901,,0.8751104160187617,,,,0.08564561069799599,,,,
KOI 627.01,0.082,0,7.751908,,6.65775587108658,,,,0.22392758630413534,,,,
KOI 627.02,0.054,0,4.165471,,1.50626453652539,,,,0.10884129692870324,,,,
KOI 628.01,0.118,0,14.485882,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 629.01,0.249,0,40.69944,,10.28501878626085,,,,0.2765639512122787,,,,
KOI 99.01,1.234,0,579.931,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 632.01,0.071,0,7.238519,,2.1805541845358447,,,,0.13025269960320224,,,,
KOI 633.01,0.605,0,161.479,,37.38192542352123,,,,0.5174422313003925,,,,
KOI 3014.01,0.39,0,86.1127,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 3015.01,0.047,0,3.614509,,0.6585228119900535,,,,0.07850847647316299,,,,
KOI 282.02,0.08,0,8.457422,,1.0627832054636857,,,,0.09189060314472487,,,,
KOI 3017.01,0.035,0,2.462954,,2.499405220575938,,,,0.13917411738424348,,,,
KOI 3019.01,0.048,0,4.179361,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 3020.01,0.1,0,10.91912,,2.4665123720615787,,,,0.13828197560613936,,,,
KOI 3022.01,0.038,0,2.762629,,1.7441300674389388,,,,0.11687057293164037,,,,
KOI 3022.02,0.057,0,5.053537,,1.3336367396375375,,,,0.10259630448197436,,,,
KOI 339.01,0.032,0,1.9803611,,3.5511887852878017,,,,0.16504622894926313,,,,
KOI 339.02,0.112,0,12.83406,,4.084419039052181,,,,0.17664407206461674,,,,
KOI 340.01,0.169,0,23.673188,,605.988772524798,,,,1.4987981872149299,,,,
KOI 341.01,0.114,0,14.341234,,9.547345693905296,,,,0.26675039165313336,,,,
KOI 341.02,0.054,0,4.699613,,2.565863797017356,,,,0.14095840094045176,,,,
KOI 343.01,0.055,0,4.761697,,7.678735297886,,,,0.2399861383100096,,,,
KOI 343.02,0.031,0,2.0241346,,3.5908450497907403,,,,0.16593837072736725,,,,
KOI 343.03,0.235,0,41.80925,,2.565863797017356,,,,0.14095840094045176,,,,
KOI 344.01,0.226,0,39.30924,,15.644230603267582,,,,0.3390138756795675,,,,
KOI 345.01,0.171,0,29.88571,,7.856189350599432,,,,0.242662563644322,,,,
KOI 346.01,0.1,0,12.924909,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 348.01,0.161,0,28.511096,,9.221371116070618,,,,0.2622896827626127,,,,
KOI 349.01,0.113,0,14.386786,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 350.01,0.109,0,12.991603,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 505.05,0.374,0,87.091,,87.64936311474173,,,,0.6691063335780937,,,,
KOI 507.01,0.127,0,18.492336,,11.698729954961784,,,,0.2944067867743612,,,,
KOI 508.01,0.08,0,7.930563,,12.74413583196534,,,,0.306896771667819,,,,
KOI 82.04,0.067,0,7.07134,,0.2974151187675783,,,,0.06155778268918462,,,,
KOI 508.02,0.131,0,16.66584,,11.771875685634868,,,,0.29529892855246537,,,,
KOI 509.01,0.05,0,4.166937,,5.412691386937589,,,,0.20251618362963636,,,,
KOI 509.02,0.097,0,11.463527,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 509.03,0.222,0,39.59492,,3.916260422138804,,,,0.17307550495220023,,,,
KOI 510.01,0.038,0,2.940321,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 510.02,0.064,0,6.388987,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 510.03,0.111,0,14.62719,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 510.04,0.199,0,35.11836,,9.61323999704988,,,,0.26764253343123745,,,,
KOI 511.01,0.08,0,8.005798,,8.33960621970835,,,,0.24979969786915496,,,,
KOI 647.01,0.062,0,5.169495,,3.394828693511331,,,,0.16147766183684661,,,,
KOI 649.01,0.167,0,23.44955,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 102.01,0.029,0,1.73513626,,14.236644731757453,,,,0.3238474654517973,,,,
KOI 650.01,0.093,0,11.954776,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 652.01,0.113,0,16.080672,,13.835633043368222,,,,0.31938675656127674,,,,
KOI 654.01,0.083,0,8.594777,,6.822718550845363,,,,0.22660401163844773,,,,
KOI 654.02,0.093,0,10.222084,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 655.01,0.18,0,25.6721,,8.156584209908099,,,,0.24712327253484262,,,,
KOI 655.02,0.588,0,151.886,,6.878167879456173,,,,0.22749615341655183,,,,
KOI 657.01,0.044,0,4.069402,,2.667235142508138,,,,0.14363482627476412,,,,
KOI 3026.01,0.044,0,3.515764,,18.295098196342078,,,,0.3657781290226912,,,,
KOI 282.03,0.381,0,87.5187,,1.1942591730325658,,,,0.09724345381334962,,,,
KOI 3027.01,0.06,0,6.070309,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 3029.01,0.13,0,18.97623,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 3029.02,0.063,0,6.34739,,1.2629586353617848,,,,0.099919879147662,,,,
KOI 3031.01,0.074,0,7.6481,,1.8840401396638213,,,,0.121331281822161,,,,
KOI 3034.01,0.158,0,31.02137,,3.0197569356405727,,,,0.15255624405580537,,,,
KOI 351.01,0.98,0,331.643,,248.93859512555636,,,,0.8742989425420425,,,,
KOI 351.02,0.724,0,210.605,,69.83125696002497,,,,0.6244992446728874,,,,
KOI 351.03,0.312,0,59.74,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 352.01,0.177,0,27.08216,,5.266364538893151,,,,0.199839758295324,,,,
KOI 353.01,0.614,0,152.10452,,178.69880734420806,,,,0.8118490180747536,,,,
KOI 353.02,0.211,0,30.65268,,5.561082553887674,,,,0.20519260896394872,,,,
KOI 354.01,0.128,0,15.959946,,5.8640643321471115,,,,0.21054545963257348,,,,
KOI 354.02,0.076,0,7.378776,,1.50626453652539,,,,0.10884129692870324,,,,
KOI 355.01,0.061,0,4.903349,,5.812992950478861,,,,0.20965331785446936,,,,
KOI 356.01,0.028,0,1.8270813,,36.45847688056274,,,,0.5111972388536636,,,,
KOI 360.01,0.067,0,5.94174,,0.2974151187675783,,,,0.06155778268918462,,,,
KOI 511.02,0.052,0,4.263756,,2.565863797017356,,,,0.14095840094045176,,,,
KOI 82.05,0.055,0,5.286978,,0.13349647657389635,,,,0.04817565601762275,,,,
KOI 512.01,0.064,0,6.510036,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 513.01,0.223,0,35.18112,,17.387757800424883,,,,0.35685671124164997,,,,
KOI 517.01,0.037,0,2.7523623,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 518.01,0.096,0,13.981814,,4.256217578546797,,,,0.18021263917703323,,,,
KOI 518.02,0.206,0,44.00045,,2.2114326106572277,,,,0.13114484138130636,,,,
KOI 518.03,0.652,0,247.3503,,5.169959338117902,,,,0.19805547473911575,,,,
KOI 519.01,0.104,0,11.90362,,6.603229897013386,,,,0.22303544452603125,,,,
KOI 519.02,0.209,0,34.03544,,7.158880233386855,,,,0.2319568623070725,,,,
KOI 520.01,0.098,0,12.760082,,6.07064948758495,,,,0.21411402674498997,,,,
KOI 520.02,0.055,0,5.433043,,1.999971253967007,,,,0.12489984893457748,,,,
KOI 2839.01,0.027,0,2.16456,,2.770628689548617,,,,0.1463112516090765,,,,
KOI 2840.01,0.045,0,3.679284,,1.50626453652539,,,,0.10884129692870324,,,,
KOI 2840.02,0.073,0,7.4462,,1.0841482645679292,,,,0.092782744922829,,,,
KOI 2842.01,0.022,0,1.565297,,,,,,2.4979969786915497,,,,
KOI 2842.02,0.048,0,5.14908,,,,,,2.4087828008811374,,,,
KOI 2845.01,0.022,0,1.57406,,1.6628479427786154,,,,0.11419414759732799,,,,
KOI 2848.01,0.115,0,13.7848,,1.4809413617191411,,,,0.10794915515059911,,,,
KOI 271.03,0.126,0,14.435931,,2.0295108248688116,,,,0.1257919907126816,,,,
KOI 2849.01,0.06,0,5.959632,,1.1942591730325658,,,,0.09724345381334962,,,,
KOI 3037.01,0.059,0,5.465503,,2.8406822746669205,,,,0.14809553516528473,,,,
KOI 3038.01,0.025,0,1.495171,,1.171798496127294,,,,0.0963513120352455,,,,
KOI 3039.01,0.146,0,20.34803,,1.9126890357781567,,,,0.12222342360026513,,,,
KOI 3040.01,0.055,0,4.809981,,1.8556136694255425,,,,0.12043914004405687,,,,
KOI 3041.01,0.06,0,5.082913,,2.9834913156662846,,,,0.15166410227770125,,,,
KOI 3042.01,0.197,0,31.0257,,3.356304540927983,,,,0.1605855200587425,,,,
KOI 3043.01,0.042,0,3.089466,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 3045.01,0.251,0,44.8686,,5.07447038755808,,,,0.1962711911829075,,,,
KOI 283.02,0.171,0,25.51704,,0.5656485608069244,,,,0.07493990936074649,,,,
KOI 361.01,0.043,0,3.247583,,2.4013991218536286,,,,0.13649769204993112,,,,
KOI 365.01,0.349,0,81.73747,,5.511389361966987,,,,0.2043004671858446,,,,
KOI 366.01,0.379,0,75.112019,,385.6365146128739,,,,0.9456702847903724,,,,
KOI 367.01,0.194,0,31.57868,,27.30816046172619,,,,0.44428660549585425,,,,
KOI 368.01,0.576,0,110.321605,,,,,,1.686147960616796,,,,
KOI 369.01,0.067,0,5.885221,,1.7994276120065091,,,,0.11865485648784863,,,,
KOI 369.02,0.096,0,10.104648,,1.6097681222632643,,,,0.11240986404111974,,,,
KOI 370.01,0.261,0,42.88255,,20.374948441554185,,,,0.385405248140982,,,,
KOI 63.01,0.089,0,9.4341577,,50.29527769298909,,,,0.5629414619837028,,,,
KOI 370.02,0.172,0,22.95036,,7.4453736907585375,,,,0.2364175711975931,,,,
KOI 371.01,1.361,0,498.3928,,,,,,7.493990936074649,,,,
KOI 372.01,0.5,0,125.63064,,137.7599362811857,,,,0.7601047949447144,,,,
KOI 373.01,0.487,0,135.1898,,6.712512601411828,,,,0.2248197280822395,,,,
KOI 521.01,0.094,0,10.160956,,14.807970875782022,,,,0.33009245789852626,,,,
KOI 523.01,0.271,0,49.41243,,73.11933426284457,,,,0.6334206624539287,,,,
KOI 523.02,0.223,0,36.85478,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 524.01,0.051,0,4.592392,,5.461925659734371,,,,0.20340832540774045,,,,
KOI 525.01,0.097,0,11.531837,,27.5345643143956,,,,0.4460708890520625,,,,
KOI 85.01,0.068,0,5.859933,,5.8640643321471115,,,,0.21054545963257348,,,,
KOI 526.01,0.031,0,2.1047142,,7.737654862899534,,,,0.24087828008811374,,,,
KOI 528.01,0.085,0,9.576715,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 528.02,0.397,0,96.672,,13.995330267492003,,,,0.321171040117485,,,,
KOI 528.03,0.141,0,20.5528,,12.440750177395726,,,,0.3033282045554025,,,,
KOI 2851.01,0.044,0,3.4207,,2.8055429718676264,,,,0.1472033933871806,,,,
KOI 2851.02,0.023,0,1.239348,,1.2169393418407588,,,,0.09813559559145375,,,,
KOI 2852.01,0.015,0,0.67565,,5.611005295501855,,,,0.20608475074205287,,,,
KOI 2853.01,0.022,0,1.40703,,2.667235142508138,,,,0.14363482627476412,,,,
KOI 2855.01,0.023,0,1.4007655,,1.2398391228567738,,,,0.09902773736955787,,,,
KOI 2856.01,0.171,0,25.8743,,8.964784942519199,,,,0.25872111565019623,,,,
KOI 2857.01,0.15,0,20.26439,,3.874788985660138,,,,0.1721833631740961,,,,
KOI 2857.02,0.077,0,7.44123,,1.2398391228567738,,,,0.09902773736955787,,,,
KOI 2859.01,0.042,0,3.446219,,1.636197275520205,,,,0.11330200581922387,,,,
KOI 2859.02,0.029,0,2.005396,,0.34179549024470945,,,,0.064234208023497,,,,
KOI 2859.03,0.049,0,4.288814,,0.34179549024470945,,,,0.064234208023497,,,,
KOI 3048.01,0.054,0,4.732925,,1.5835603779652005,,,,0.11151772226301562,,,,
KOI 3049.01,0.138,0,22.4769,,1.8274095265926746,,,,0.11954699826595275,,,,
KOI 3050.01,0.022,0,1.2426129,,1.3098573269512885,,,,0.10170416270387023,,,,
KOI 3051.01,0.103,0,11.682,,3.0929647642111058,,,,0.1543405276120136,,,,
KOI 3052.01,0.086,0,10.1293,,0.7614818677935838,,,,0.08207704358557949,,,,
KOI 3052.02,0.115,0,15.61145,,0.8751104160187617,,,,0.08564561069799599,,,,
KOI 3053.01,0.239,0,42.52046,,6.767500143047095,,,,0.22571186986034358,,,,
KOI 3056.01,0.065,0,6.6995,,2.05927330401414,,,,0.12668413249078572,,,,
KOI 3057.01,0.189,0,29.72534,,5.762151414900717,,,,0.2087611760763652,,,,
KOI 284.01,0.134,0,18.00999,,2.273859952710153,,,,0.1329291249375146,,,,
KOI 3057.02,0.095,0,10.61392,,4.169863043366393,,,,0.17842835562082499,,,,
KOI 374.01,0.594,0,172.6909,,9.946211020390919,,,,0.2721032423217581,,,,
KOI 375.01,1.467,0,600,,342.2994786605897,,,,0.92782744922829,,,,
